대분류,중분류,소분류,발명의 명칭,출원일,대표출원인 국적
UAM,기체•부품,동력•추진 시스템,Dry lubricated linear actuator for in blade rotor control,2012.08.30,GB
UAM,기체•부품,기계•전기전자 시스템,Modular integrated device for rotor blade control,2011.02.11,US
UAM,기체•부품,동력•추진 시스템,Dry lubricated rotary actuator for in blade rotor control,2013.05.15,GB
UAM,기체•부품,기계•전기전자 시스템,Folding horn concept for rigid rotor blade fold,2019.05.29,US
UAM,기체•부품,기계•전기전자 시스템,Rotor blade pitch control assembly,2003.12.04,US
UAM,기체•부품,기계•전기전자 시스템,Rotor blade control device,2013.02.01,DE
UAM,기체•부품,기계•전기전자 시스템,Rotor blade control device (rotorblattsteuereinrichtung),2013.02.01,DE
UAM,기체•부품,동력•추진 시스템,Rotor blade control arrangement,2013.02.01,DE
UAM,기체•부품,기계•전기전자 시스템,Rotor blade control system,2019.06.26,US
UAM,기체•부품,기계•전기전자 시스템,Rotor blade coupling device and rotor head,2012.02.27,CH
UAM,기체•부품,기계•전기전자 시스템,Rotor blade coupling device and rotor head,2015.06.01,CH
UAM,기체•부품,기계•전기전자 시스템,Rotor blade deflection sensing system,2017.05.12,US
UAM,기체•부품,기체구조,Rotor blade downwash impact correcting method for helicopter atmospheric data system (一种直升机大气数据系统旋翼下洗流影响修正方法),2021.12.22,CN
UAM,기체•부품,기계•전기전자 시스템,Blade fold system monitoring,2011.04.13,US
UAM,기체•부품,기계•전기전자 시스템,Blade fold system monitoring,2011.04.15,US
UAM,기체•부품,기계•전기전자 시스템,Pitch lock and lag positioner for a rotor blade folding system,2004.09.24,US
UAM,기체•부품,기계•전기전자 시스템,Pitch lock and lag positioner for a rotor blade folding system,2005.09.23,US
UAM,기체•부품,기체구조,Rotor blade for a bearingless rotor of a rotorcraft,2008.03.14,FR
UAM,기체•부품,기체구조,Rotor blade for a bearingless rotor of a rotorcraft,2008.03.17,FR
UAM,기체•부품,기체구조,Rotor blade with integrated passive surface flap,2011.09.20,DE
UAM,기체•부품,동력•추진 시스템,Reaction drive blade tip with turning vanes,2015.04.03,US
UAM,기체•부품,동력•추진 시스템,Reaction drive helicopter with circulation control,2015.06.18,US
UAM,기체•부품,기체구조,Tip jet orifice for aircraft brown out mitigation,2016.10.24,US
UAM,기체•부품,기체구조,Rotor blade tip design for improved hover and cruise performance,2018.03.09,US
UAM,기체•부품,기체구조,Rotor blade component cooling,2011.10.13,US
UAM,기체•부품,기체구조,Airfoil for rotor blade with reduced pitching moment,2015.11.30,US
UAM,기체•부품,기체구조,Airfoil for rotor blade with reduced pitching moment,2011.12.09,US
UAM,기체•부품,기체구조,Rotor blade for rotary wing aircraft having deformable protrusions to reduce blade vortex interaction noise,2010.11.12,KR
UAM,기체•부품,기체구조,Rotor blade for a rotary-wing aircraft,2010.12.03,US
UAM,기체•부품,기계•전기전자 시스템,System for heat dissipation from an internal actuator in a rotor blade,2011.09.07,US
UAM,기체•부품,기계•전기전자 시스템,Rotor blade subsystems attachment,2011.10.27,US
UAM,기체•부품,기체구조,Rotor blade made of a fibre-reinforced composite material and production method for it,2010.04.05,FR
UAM,기체•부품,기체구조,Rotor blade made of a fibre-reinforced composite material,2009.04.29,FR
UAM,기체•부품,기체구조,Rotor blade for a rotary wing aircraft,2006.12.08,FR
UAM,기체•부품,동력•추진 시스템,Rotor blade internal structure for trailing edge actuation,2020.04.16,US
UAM,기체•부품,동력•추진 시스템,Anti-backlash flight control actuator system,2021.03.26,US
UAM,기체•부품,기체구조,Rotary-wing aircraft individual rotor blade pitch control system,2020.04.24,US
UAM,기체•부품,기체구조,Rotary-wing aircraft individual rotor blade pitch control system,2020.04.24,US
UAM,기체•부품,기체구조,Scissoring fold arrangement for dual plane four bladed rotor hubs,2014.11.05,US
UAM,기체•부품,기계•전기전자 시스템,Anti-drive mechanism for rise and fall rotating control systems,2014.10.09,US
UAM,기체•부품,기계•전기전자 시스템,Anti-drive mechanism for rise and fall rotating control systems,2017.09.19,US
UAM,기체•부품,인증•시험평가,Variable anhedral tip rotor blade,2014.09.15,US
UAM,기체•부품,기체구조,Rotor blown wing aircraft including a rotor blown wing having at least one selectively controllable control surface and a method of controlling a rotor blown wing aircraft,2016.08.11,US
UAM,기체•부품,기체구조,Rotor brake for a rotary-wing aircraft,2008.04.10,FR
UAM,기체•부품,기체구조,Rotor brake for a rotary-wing aircraft,2008.04.10,FR
UAM,기체•부품,기체구조,Rotor brake as well as rotor and rotary-wing aircraft with such a rotor brake,2004.09.14,FR
UAM,기체•부품,기계•전기전자 시스템,Rotor with pitch control apparatus,2019.11.19,FR
UAM,기체•부품,기체구조,A rotor control mechanism and a dual-rotor man-machine,2016.11.21,CN
UAM,기체•부품,기체구조,Rotor control mechanism and dual-rotor blade unmanned aerial vehicle (一种旋翼控制机构和双旋翼无人机),2017.10.23,CN
UAM,기체•부품,기계•전기전자 시스템,Concentric rotor control system,2011.02.28,US
UAM,기체•부품,기계•전기전자 시스템,Helicopter rotor control system,2010.12.03,US
UAM,기체•부품,기체구조,With suspension is arranged below the body bearing the intermediate fuel tank of rotary wing aircraft,2015.01.14,FR
UAM,기체•부품,동력•추진 시스템,Rotor drive systems for rotorcraft,2016.01.29,US
UAM,항행•교통관리,UAM 탑재 통신,"Helicopter rotor comprising a vibration damper, and method for updating the same",2008.06.19,JP
UAM,기체•부품,동력•추진 시스템,"Helicopter rotor comprising a vibration damper, and method for updating the same",2008.06.19,JP
UAM,기체•부품,기계•전기전자 시스템,Rotor for a hover-capable aircraft and related method of control,2017.09.07,IT
UAM,기체•부품,기계•전기전자 시스템,Rotor for a hover-capable aircraft and related method of control,2021.04.22,IT
UAM,기체•부품,기계•전기전자 시스템,Rotor for a hover-capable aircraft and related method of control,2021.04.22,IT
UAM,기체•부품,동력•추진 시스템,Rotor for a hover-capable aircraft,2020.05.26,IT
UAM,기체•부품,기체구조,Single-blade aircraft rotor,2020.11.04,FR
UAM,기체•부품,동력•추진 시스템,Rotor for a hover-capable aircraft,2020.12.28,IT
UAM,기체•부품,기계•전기전자 시스템,Rotor for a hover-capable aircraft,2020.06.25,IT
UAM,기체•부품,기계•전기전자 시스템,Rotor for a hover-capable aircraft,2020.06.25,IT
UAM,항행•교통관리,UAM 통합 교통관리,Rotor hub for a rotorcraft,2014.07.11,US
UAM,기체•부품,기체구조,Gimbaled tail rotor hub with elastomeric centrifugal force bearing for blade retention and pitch change articulation,2013.05.21,US
UAM,기체•부품,기계•전기전자 시스템,Dual mode rotor hub assembly,2011.11.16,US
UAM,항행•교통관리,UAM 통합 교통관리,Flexbeam rotor,2012.02.08,US
UAM,기체•부품,기체구조,Rotor hub for rotary wing aircraft,2014.03.19,US
UAM,기체•부품,기체구조,Rotor hub for rotary wing aircraft,2014.03.19,US
UAM,기체•부품,기계•전기전자 시스템,Soft in-plane tiltrotor hub,2004.08.27,US
UAM,기체•부품,기체구조,Soft in-plane rotor hub,2004.08.27,US
UAM,기체•부품,기체구조,Soft in-plane rotor hub,2004.08.27,US
UAM,기체•부품,기체구조,Rotor hub for rotary wing aircraft,2014.03.19,US
UAM,기체•부품,기체구조,Rotor hub for rotary wing aircraft,2015.10.12,US
UAM,기체•부품,기체구조,"Rotor hub fairing system for a counter-rotating, coaxial rotor system",2013.07.30,US
UAM,기체•부품,기체구조,Drag reduction of high speed aircraft with a coaxial-rotor system,2016.07.08,US
UAM,기체•부품,기체구조,Low drag high restoring moment airfoils,2012.07.30,US
UAM,기체•부품,기체구조,Drag reduction of high speed aircraft,2016.07.11,US
UAM,기체•부품,동력•추진 시스템,Deflection cone in a reaction drive helicopter,2015.05.27,US
UAM,기체•부품,기계•전기전자 시스템,Rotor ice protection system,2015.12.11,US
UAM,기체•부품,기체구조,Composite stiffened rigid propeller shaped main rotor hub,2014.06.13,US
UAM,기체•부품,기체구조,Composite stiffened rigid propeller shaped main rotor hub,2014.06.13,US
UAM,기체•부품,기체구조,"Rotor of rotorcraft model, and method of manufacturing rotor (模型回転翼航空機の回転翼、及びその回転翼の製造方法)",2010.02.26,JP
UAM,기체•부품,기체구조,Systems and methods for controlling rotor tilt for a vertical take-off and landing aircraft,2021.06.09,US
UAM,기체•부품,기체구조,Systems and methods for controlling rotor tilt for a vertical take-off and landing aircraft,2022.06.08,US
UAM,기체•부품,기체구조,Ventilated rotor mounting boom for personal aircraft,2016.10.18,US
UAM,기체•부품,기체구조,Unmanned autorotation rotorcraft rotor operating mechanism,2018.12.05,CN
UAM,기체•부품,동력•추진 시스템,Passive pitch angle adjustment apparatus,2019.02.25,FR
UAM,기체•부품,동력•추진 시스템,A passive pitch angle adjustment apparatus,2018.02.28,FR
UAM,기체•부품,기체구조,Hybrid rotor shaft for a vertical take-off and landing (vtol) aircraft,2018.07.31,US
UAM,기체•부품,동력•추진 시스템,Rotor speed indication systems for rotorcraft,2018.04.16,US
UAM,기체•부품,동력•추진 시스템,Rotor speed indication systems for rotorcraft,2018.02.12,US
UAM,기체•부품,동력•추진 시스템,"Rotor support device, rotor, gas turbine engine, and aircraft",2018.11.15,JP
UAM,기체•부품,기체구조,Electric tiltrotor aircraft with tilting coaxial motors and gearbox,2021.11.12,US
UAM,기체•부품,동력•추진 시스템,Electric tiltrotor aircraft with offset tilting motors,2021.11.12,US
UAM,기체•부품,기계•전기전자 시스템,Tiltrotor control system with two rise/fall actuators,2014.02.04,US
UAM,기체•부품,기체구조,Spindle mounted tiltrotor pylon with fixed engine arrangement,2013.05.10,US
UAM,기체•부품,기체구조,Tiltrotor aircraft with inboard wing mounted fixed engine arrangement,2013.05.10,US
UAM,기체•부품,기체구조,Unloaded lift offset rotor system for a helicopter,2005.10.18,US
UAM,기체•부품,동력•추진 시스템,Electric drive system for rotorcraft,2021.10.18,US
UAM,기체•부품,동력•추진 시스템,Electric drive system for rotorcraft,2020.10.20,US
UAM,기체•부품,기체구조,A rotor system and an air vehicle equipped with such rotor,2017.02.10,TR
UAM,기체•부품,기체구조,A rotor system and an air vehicle equipped with such a rotor,2017.02.10,TR
UAM,기체•부품,기체구조,A rotor system and an air vehicle equipped with such a rotor,2017.02.10,TR
UAM,기체•부품,기체구조,Rotor system with a u-shaped beam member,2019.04.22,US
UAM,기체•부품,기계•전기전자 시스템,Differential pitch control to optimize co-rotating stacked rotor performance,2013.07.02,US
UAM,기체•부품,기계•전기전자 시스템,Differential pitch-control to optimize co-rotating stacked rotor performance,2009.05.21,US
UAM,기체•부품,기계•전기전자 시스템,Differential pitch control to optimize co-rotating stacked rotor performance,2009.05.21,US
UAM,기체•부품,기계•전기전자 시스템,Differential pitch control to optimize co-rotating stacked rotor performance,2009.05.21,US
UAM,기체•부품,기계•전기전자 시스템,Differential pitch control to optimize co-rotating stacked rotor performance,2009.05.21,US
UAM,기체•부품,동력•추진 시스템,Rotor systems for rotorcraft,2016.01.27,US
UAM,기체•부품,동력•추진 시스템,Multi-bladed rotor system for rotorcraft,2007.12.03,US
UAM,기체•부품,동력•추진 시스템,Multi-bladed rotor system for rotorcraft,2007.12.03,US
UAM,기체•부품,동력•추진 시스템,Multi-bladed rotor system for rotorcraft,2007.12.03,US
UAM,기체•부품,동력•추진 시스템,Multi-bladed rotor system for rotorcraft,2007.12.03,US
UAM,항행•교통관리,UAM 통합 교통관리,Rotor hub and controls for multi-bladed rotor system,2009.05.21,US
UAM,항행•교통관리,UAM 통합 교통관리,Rotor hub and controls for multi-bladed rotor system,2009.05.21,US
UAM,항행•교통관리,UAM 통합 교통관리,Rotor hub and controls for multi-bladed rotor system,2009.05.21,US
UAM,항행•교통관리,UAM 통합 교통관리,Rotor hub and controls for multi-bladed rotor system,2009.05.21,US
UAM,기체•부품,동력•추진 시스템,Rotor head for aerial vehicle,2020.04.01,US
UAM,기체•부품,기체구조,Electric tiltrotor aircraft with fixed motors,2021.11.12,US
UAM,기체•부품,기체구조,Electric tiltrotor aircraft with tilting coaxial motors and gearbox,2021.01.13,US
UAM,기체•부품,기체구조,Electric tiltrotor aircraft with fixed motors,2021.02.01,US
UAM,기체•부품,동력•추진 시스템,Autonomic rotor system for an aircraft,2008.11.06,DK
UAM,기체•부품,동력•추진 시스템,Autonomic rotor system for an aircraft,2008.11.06,DK
UAM,기체•부품,동력•추진 시스템,Electric tiltrotor aircraft with offset tilting motors,2021.01.13,US
UAM,기체•부품,기계•전기전자 시스템,Tiltrotor control system with two rise/fall actuators,2013.03.15,US
UAM,기체•부품,기체구조,Spindle mounted tiltrotor pylon with fixed engine arrangement,2013.03.13,US
UAM,기체•부품,기체구조,Tiltrotor aircraft with inboard wing mounted fixed engine arrangement,2013.03.12,US
UAM,기체•부품,기계•전기전자 시스템,Vibration control with active lag damper,2018.10.26,US
UAM,기체•부품,기계•전기전자 시스템,Vibration control with active lag damper,2014.09.23,US
UAM,기체•부품,기계•전기전자 시스템,Cooling system for rotor blade actuators,2017.07.11,US
UAM,기체•부품,인증•시험평가,Heliplane rotor thermal management for maintaining dimensional stability,2015.01.30,US
UAM,기체•부품,기체구조,Solid lubricated blade pitch control system for use within a compressed airstream of a reaction driven rotorcraft,2011.11.14,US
UAM,기체•부품,인증•시험평가,Heliplane rotor thermal management for maintaining dimensional stability,2011.09.07,US
UAM,기체•부품,기체구조,Hub-mounted auxilliary systems for tipjets in a reaction drive rotor system,2011.11.14,US
UAM,기체•부품,동력•추진 시스템,Method and system for stall-tolerant rotor,2007.01.16,US
UAM,기체•부품,기계•전기전자 시스템,Rotor system of a helicopter,2013.06.24,FR
UAM,기체•부품,기체구조,A rotary-wing aircraft rotor system,2014.06.23,FR
UAM,기체•부품,기계•전기전자 시스템,Torsionally stiff rotorcraft control apparatus and method,2011.09.07,US
UAM,기체•부품,기체구조,Rotor system of a rotary wing aircraft,2014.06.12,FR
UAM,기체•부품,기체구조,Blade fold system using flap hinge,2016.10.27,US
UAM,기체•부품,동력•추진 시스템,Yaw moment supplement for directional control,2018.01.08,US
UAM,기체•부품,기체구조,Rotary/fixed wing aircraft,2003.06.04,US
UAM,인프라,수리/정비,Rotor system vibration absorber,2002.04.19,US
UAM,기체•부품,기체구조,Rotor unmanned aerial vehicle (旋翼无人机),2016.02.05,CN
UAM,기체•부품,기체구조,Rotor wing aircraft with propulsion apparatus on rotating pole,2018.08.03,IT
UAM,기체•부품,기체구조,Rotor wing aircraft with propulsion apparatus on rotating pole,2018.08.03,IT
UAM,기체•부품,기체구조,Rotor wing aircraft with propulsion apparatus on rotating pole,2018.08.03,IT
UAM,기체•부품,동력•추진 시스템,Hydrodynamic helicopter for approaching water surface to advance,2022.10.27,CN
UAM,기체•부품,기체구조,Rotor wing device with rotating direction area changable function,2017.11.25,CN
UAM,기체•부품,기체구조,Rotor wing with integrated tension-torque-transmission element and method for its production,2010.04.26,FR
UAM,기체•부품,기체구조,Rotor wing with integrated tension-torque-transmission element and method for its production,2009.04.29,FR
UAM,기체•부품,기체구조,Rotor wing protection mechanism and aircraft (旋翼保护机构及飞行器),2020.12.10,CN
UAM,기체•부품,기체구조,A kind of improved engine the unmanned helicopter rotor system ground experiments security of fixing device,2014.08.13,CN
UAM,기체•부품,인증•시험평가,Elongated nose structure to provide stability during boarding,2017.02.08,US
UAM,기체•부품,기체구조,Rotor as well as rotary-wing aircraft with a rotor,2004.10.22,FR
UAM,항행•교통관리,UAM 통합 교통관리,"Rotor, rotocraft comprising a rotor of this type and method for adjusting the blade angle of a rotor",2004.04.06,DE
UAM,기체•부품,동력•추진 시스템,Thrust vectoring on a rotor-based remote vehicle,2016.06.23,US
UAM,항행•교통관리,UAM 통합 교통관리,Modular arms on a rotor-based remote vehicle,2016.06.23,US
UAM,기체•부품,기체구조,Rotorcraft having fuel tanks mounted in suspension under a load-bearing middle floor of the fuselage of the rotorcraft,2014.10.30,FR
UAM,기체•부품,기체구조,"Rotorcraft having lighting equipment with a plurality of headlights operated for landing, winching, and searching",2012.07.19,FR
UAM,기체•부품,기체구조,Twin-fuselage rotorcraft,2014.02.14,FR
UAM,기체•부품,동력•추진 시스템,Rotorcraft,2017.06.26,JP
UAM,기체•부품,동력•추진 시스템,Supplemental engine power control,2022.05.11,US
UAM,기체•부품,동력•추진 시스템,Improvement for rotorcraft equipped with turboshaft engines,2008.10.27,FR
UAM,기체•부품,동력•추진 시스템,Rotorcraft fuel system having enhanced crash resistance,2016.05.31,US
UAM,기체•부품,기체구조,An electric cold flow tipjet rotorcraft,2017.04.26,US
UAM,기체•부품,동력•추진 시스템,Rotorcraft fly-by-wire stabilization,2017.06.23,US
UAM,기체•부품,동력•추진 시스템,The telex operation of the rotorcraft is stabilized,2018.03.26,US
UAM,기체•부품,동력•추진 시스템,System and method for rotorcraft approach to hover,2018.08.01,US
UAM,기체•부품,동력•추진 시스템,Systems and methods for approaching hovering of rotorcraft,2018.08.07,US
UAM,기체•부품,기체구조,"Rotorcraft, motor heat dissipation structure, connecting structure for craft arm and fuselage, and landing gear assembly/disassembly structure (旋翼飞行器及电机散热结构、机臂与机身的连接结构和脚架拆装结构)",2015.10.12,CN
UAM,기체•부품,기체구조,System and method for wheel load-bearing flight state transition control of rotor aircraft,2018.05.24,US
UAM,기체•부품,기체구조,Rotorcraft with weight-on-wheels sensors and fcc (flight control computer),2018.06.18,US
UAM,기체•부품,기계•전기전자 시스템,Rotorcraft swashplate actuator control,2018.07.16,US
UAM,기체•부품,기계•전기전자 시스템,System and method for determining a velocity of a rotorcraft,2019.01.31,US
UAM,기체•부품,기계•전기전자 시스템,Combine airspeed data and inertial data for rotorcraft longitudinal control,2018.03.20,US
UAM,기체•부품,기체구조,Combined airspeed and inertial data for rotorcraft longitudinal control,2017.04.20,US
UAM,기체•부품,동력•추진 시스템,System and methof for controlling rotorcraft load priority,2017.07.13,US
UAM,기체•부품,기계•전기전자 시스템,System and method for pilot control sensing in a rotorcraft,2018.06.22,US
UAM,기체•부품,기계•전기전자 시스템,System and method for pilot-in-control sensing in a rotorcraft,2018.07.16,US
UAM,기체•부품,기계•전기전자 시스템,System and method for rotorcraft flight control,2019.03.15,US
UAM,기체•부품,동력•추진 시스템,Systems and methods for spin entry assistance for rotorcraft,2018.04.02,US
UAM,기체•부품,인증•시험평가,System and method for rotorcraft autorotation entry assist,2018.03.23,US
UAM,기체•부품,기체구조,Default in-detent vertical speed/altitude hold,2017.04.26,US
UAM,기체•부품,동력•추진 시스템,Flight control system computer for a rotorcraft and method of operating the same,2018.03.28,US
UAM,기체•부품,기계•전기전자 시스템,Method for monitoring the pilot control trim of a rotorcraft and detecting a trim failure,2019.06.04,US
UAM,기체•부품,기계•전기전자 시스템,Rotorcraft actuator seal leakage monitor,2014.07.07,US
UAM,기체•부품,기계•전기전자 시스템,Rotorcraft actuator seal leakage monitor,2014.04.16,US
UAM,기체•부품,기체구조,Rotorcraft and connecting structure for arm and airframe of rotorcraft,2015.10.12,CN
UAM,기체•부품,기체구조,Rotorcraft and connecting structure for arm and airframe of rotorcraft,2017.04.11,CN
UAM,기체•부품,기체구조,Rotorcraft and assembly and disassembly structure for foot stand and airframe of rotorcraft,2015.10.12,CN
UAM,기체•부품,기체구조,Rotorcraft and assembly and disassembly structure for foot stand and airframe of rotorcraft,2017.04.11,CN
UAM,기체•부품,기체구조,Rotorcraft and automatic landing system and method therefor (旋翼飞行器及其自动降落系统及方法),2015.10.12,CN
UAM,기체•부품,기체구조,Rotorcraft and automatic landing system and method thereof,2017.02.13,CN
UAM,기체•부품,기체구조,Rotorcraft and automatic landing system and method therefor,2015.10.12,CN
UAM,기체•부품,기체구조,Rotary wing aircraft and its automatic landing system and method,2015.10.12,CN
UAM,기체•부품,기체구조,Rotary wing aircraft automatic landing system and method,2014.10.27,CN
UAM,기체•부품,기체구조,Rotorcraft having coaxial counter-rotating rotors which produce both vertical and horizontal thrust and method of controlled flight in all six degrees of freedom,2003.09.25,US
UAM,기체•부품,동력•추진 시스템,"Method of regulating a power plant of a rotorcraft, and an associated rotorcraft",2020.04.27,FR
UAM,기체•부품,기체구조,Rotorcraft autopilot control,2015.08.20,US
UAM,기체•부품,기체구조,Rotorcraft autopilot control,2014.08.21,US
UAM,기체•부품,기체구조,Electric cold flow tipjet rotorcraft,2016.10.20,US
UAM,기체•부품,기체구조,Rotorcraft,2018.06.29,CN
UAM,기체•부품,기체구조,Rotorcraft anti-torque and directional control using a centrifugal blower,2017.03.23,US
UAM,기체•부품,기체구조,Rotorcraft with cowling able to rotate and translate relative to the fuselage,2016.08.23,FR
UAM,기체•부품,기체구조,"Rotorcraft having a rotary wing and at least two propellers, and a method applied by the rotorcraft",2019.04.25,FR
UAM,기체•부품,기계•전기전자 시스템,Rotorcraft control systems,2018.01.18,US
UAM,기체•부품,기계•전기전자 시스템,Rotorcraft control system and method of using,2005.12.09,US
UAM,기체•부품,기계•전기전자 시스템,Rotorcraft control system and method of using,2006.10.31,US
UAM,기체•부품,기계•전기전자 시스템,Rotorcraft control system and method of using,2006.10.31,US
UAM,기체•부품,기계•전기전자 시스템,Implementation of kalman filter linear state estimator for actuator equalization,2011.09.06,US
UAM,기체•부품,기계•전기전자 시스템,Implementation of kalman filter linear state estimator for actuator equalization,2011.09.05,US
UAM,항행•교통관리,UAM 통합 교통관리,Ducted rotor for an aircraft and a rotorcraft,2014.05.01,FR
UAM,기체•부품,기체구조,Duct for an aircraft wing and rotary-wing aircraft,2014.04.30,FR
UAM,기체•부품,동력•추진 시스템,Engine starting system for rotorcraft in flight,2013.03.05,US
UAM,기체•부품,동력•추진 시스템,Engine starting system for rotorcraft in flight,2012.03.06,US
UAM,기체•부품,기체구조,Method for controlling rotorcraft airfoil to minimize auxiliary rotor noise and enhance rotorcraft performance,2014.12.09,FR
UAM,기체•부품,기체구조,Tends to optimize the auxiliary rotor noise and rotary wing aircraft performance of both the method and rotary wing aircraft,2014.12.08,FR
UAM,기체•부품,기체구조,Hybrid-electric ducted fan transport,2019.01.25,US
UAM,기체•부품,기체구조,Rotorcraft fitted with a mounting structure for jointly mounting a control panel and avionics rack previously fitted with a unitary cabling assembly,2013.10.23,FR
UAM,기체•부품,기계•전기전자 시스템,Programmable interface for flight control devices,2022.12.22,US
UAM,기체•부품,기계•전기전자 시스템,Programmable interface for flight control devices,2022.10.26,US
UAM,기체•부품,기계•전기전자 시스템,Programmable interface for flight control devices,2022.01.06,US
UAM,기체•부품,인증•시험평가,Single-gauge monitoring of multiple components,2013.12.10,US
UAM,기체•부품,동력•추진 시스템,Supplemental engine power control,2021.06.09,US
UAM,기체•부품,기체구조,Aircraft with bifurcated air inlet,2019.09.08,US
UAM,기체•부품,기체구조,Active horizontal stabilizer for high speed rotorcraft,2020.10.13,US
UAM,기체•부품,기체구조,Rotorcraft having increased altitude density ceiling,2017.02.22,US
UAM,기체•부품,기체구조,Rotor wing and fixed-wing deep fusion aircraft,2020.10.12,CN
UAM,기체•부품,동력•추진 시스템,Rotorcraft,2014.10.31,JP
UAM,기체•부품,동력•추진 시스템,A rotorcraft,2014.10.31,JP
UAM,기체•부품,동력•추진 시스템,A rotorcraft,2014.10.31,JP
UAM,기체•부품,기체구조,"Rotorcraft having a rotary wing and an orientable propeller, and a method applied by the rotorcraft",2017.08.11,FR
UAM,기체•부품,기체구조,System and method for rotorcraft-weight-on-wheels flight state transition control,2018.03.29,US
UAM,기체•부품,동력•추진 시스템,System and method for rotorcraft approach to hover,2018.07.09,US
UAM,기체•부품,기체구조,Rotorcraft equipped with an aerodynamic device having a fairing provided with an air intake,2020.04.13,FR
UAM,기체•부품,기체구조,Rotorcraft equipped with an aerodynamic device having a fairing provided with a perforated plate at an air inlet,2020.04.15,FR
UAM,기체•부품,기체구조,"Rotorcraft having at least one undercarriage with at least one inclined wheel, and a method",2018.07.17,FR
UAM,기체•부품,동력•추진 시스템,"Rotorcraft fitted with an antivibration system, and a method of adjusting such an antivibration system",2018.03.15,FR
UAM,기체•부품,동력•추진 시스템,Rotorcraft having an electric drive for driving a main and/or tail rotor of the rotorcraft,2019.06.11,CH
UAM,기체•부품,동력•추진 시스템,Propulsive anti-torque system for rotorcraft,2004.09.28,US
UAM,기체•부품,동력•추진 시스템,Propulsive anti-torque system for rotorcraft,2004.09.28,US
UAM,기체•부품,동력•추진 시스템,Propulsive anti-torque system for rotorcraft,2004.09.28,US
UAM,기체•부품,기계•전기전자 시스템,System and method for magnetically and aerodynamically optimized control of rotorhead,2010.12.22,US
UAM,기체•부품,기체구조,Rotorcraft having a stabilizer device,2015.09.30,FR
UAM,기체•부품,기체구조,With stabilizer device of the gyroplane,2015.09.18,FR
UAM,기체•부품,동력•추진 시스템,Rotorcraft having electrical equipment for regulating electrical power supply to an engine on starting,2016.01.07,FR
UAM,기체•부품,기체구조,Fail-operational multiple lifting-rotor aircraft,2010.11.11,US
UAM,기체•부품,기체구조,Fail-operational multiple lifting-rotor aircraft,2006.08.16,US
UAM,기체•부품,기체구조,Fail-operational multiple lifting-rotor aircraft,2007.08.14,US
UAM,기체•부품,동력•추진 시스템,Rotorcraft having propeller generated power during autorotations,2019.10.28,US
UAM,기체•부품,기체구조,Dual rotor vertical takeoff and landing rotorcraft,2008.02.28,US
UAM,기체•부품,기체구조,Dual rotor vertical takeoff and landing rotorcraft,2008.02.28,US
UAM,기체•부품,기계•전기전자 시스템,Inverted drone,2017.08.18,NL
UAM,기체•부품,동력•추진 시스템,Method for the delivery of lubricant to a rotorcraft gearbox,2015.04.22,US
UAM,기체•부품,기계•전기전자 시스템,Rotorcraft swashplate actuator control,2018.03.30,US
UAM,기체•부품,기계•전기전자 시스템,System and method for determining a velocity of a rotorcraft,2018.06.28,US
UAM,기체•부품,기체구조,Updraft assisted rotorcraft take-off,2018.11.15,US
UAM,기체•부품,동력•추진 시스템,Rotorcraft fuel system having enhanced crash resistance,2016.05.02,US
UAM,기체•부품,동력•추진 시스템,Bondable cooling fin arrays for use on aircraft gearboxes,2019.06.06,US
UAM,기체•부품,기체구조,Tilting mast in a rotorcraft,2004.02.19,US
UAM,기체•부품,동력•추진 시스템,Gearbox with coaxial input and output shafts,2020.06.01,US
UAM,기체•부품,동력•추진 시스템,Convertible tiltrotor aircraft,2014.12.11,US
UAM,기체•부품,동력•추진 시스템,Distributed propulsion structure,2021.04.06,US
UAM,기체•부품,기체구조,Combined airspeed and inertial data for rotorcraft longitudinal control,2017.03.21,US
UAM,기체•부품,동력•추진 시스템,System and method for controlling rotorcraft load priority,2017.05.30,US
UAM,기체•부품,동력•추진 시스템,System and method for controlling rotorcraft load priority,2021.01.26,US
UAM,기체•부품,동력•추진 시스템,Engine systems for rotorcraft,2017.02.15,US
UAM,기체•부품,기계•전기전자 시스템,System and method for pilot-in-control sensing in a rotorcraft,2018.04.25,US
UAM,기체•부품,동력•추진 시스템,"Hybrid rotorcraft having at least one pusher or puller propeller, and an associated piloting method",2020.11.16,FR
UAM,기체•부품,기체구조,Default in-detent vertical speed/altitude hold,2017.04.11,US
UAM,기체•부품,기계•전기전자 시스템,System and method for rotorcraft flight control,2018.07.23,US
UAM,기체•부품,기체구조,Invertible aircraft,2019.06.24,US
UAM,기체•부품,기체구조,Invertible aircraft,2017.05.12,US
UAM,기체•부품,기체구조,Invertible aircraft,2015.10.16,US
UAM,기체•부품,기체구조,Invertible aircraft,2015.11.30,US
UAM,기체•부품,기체구조,Invertible aircraft,2013.09.23,US
UAM,기체•부품,기체구조,Invertible aircraft,2012.03.23,US
UAM,기체•부품,동력•추진 시스템,System and method for rotorcraft autorotation entry assist,2020.06.03,US
UAM,기체•부품,동력•추진 시스템,System and method for rotorcraft autorotation entry assist,2018.02.09,US
UAM,기체•부품,기계•전기전자 시스템,System and method for monitoring aircraft pilot control position and providing a retrim prompt,2021.07.07,US
UAM,기체•부품,기계•전기전자 시스템,System and method for monitoring aircraft pilot control position and providing a retrim prompt,2019.03.25,US
